subclass,zoning,frontage,area,street,alley,shape,contour,utilities,config,slope,neighborhood,cond1,cond2,type,style,qual,cond,built,remo,roof_s,roof_m,ext1,ext2,veneer_t,veneer_a,ext_q,ext_c,foundation,bsmt_q,bsmt_c,bsmt_e,bsmt_t1,bsmt_sf1,bsmt_t2,bsmt_sft,heat,heat_qc,cent_air,electrical,1f_sf,2f_sf,grla_sf,bsmt_fullb,full_b,half_b,bed_abvgr,kit_qual,tot_room_abv,functional,fireplaces,garage_t,garage_fin,garage_cars,garage_a,garage_q,garage_c,paved_dr,wood_dk_sf,open_porch_sf,enclosed_porch,screen porch,pool_sq,month,sale_t,saleprice
20,FV,0.0,4403,Pave,0,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,578.0,Unf,1470.0,GasA,Ex,Y,SBrkr,1478,0,1478,1.0,2,1,2,Gd,7,Typ,1,Attchd,Fin,2.0,484.0,TA,TA,Y,0,144,0,0,0,6,New,222000
60,RL,0.0,8174,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,494.0,Unf,698.0,GasA,Ex,Y,SBrkr,698,644,1342,1.0,2,1,3,Gd,7,Typ,1,Attchd,Fin,2.0,393.0,TA,TA,Y,100,56,0,0,0,5,WD ,178000
30,RM,60.0,7200,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1940,1992,Gable,CompShg,MetalSd,MetalSd,Stone,294.0,TA,Gd,CBlock,TA,TA,No,BLQ,510.0,Unf,788.0,GasA,TA,Y,SBrkr,804,0,804,1.0,1,0,2,Gd,4,Typ,2,Attchd,Unf,1.0,240.0,TA,TA,Y,0,0,154,0,0,2,WD ,119000
60,RL,69.0,7590,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,TA,No,ALQ,540.0,Unf,864.0,GasA,TA,Y,SBrkr,876,936,1812,0.0,2,0,4,TA,8,Typ,1,Attchd,RFn,1.0,264.0,TA,TA,Y,0,168,0,0,0,7,WD ,169500
60,RL,0.0,8795,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300.0,Unf,952.0,GasA,Ex,Y,SBrkr,980,1276,2256,0.0,2,1,4,Gd,8,Typ,1,BuiltIn,Fin,2.0,554.0,TA,TA,Y,224,54,0,0,0,4,WD ,236000
120,RM,44.0,3843,Pave,0,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1476.0,Unf,1596.0,GasA,Ex,Y,SBrkr,1648,0,1648,1.0,2,0,2,Ex,5,Typ,1,Attchd,Fin,2.0,525.0,TA,TA,Y,162,53,0,0,0,8,New,294464
60,RL,85.0,11075,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,ALQ,500.0,LwQ,952.0,GasA,TA,Y,SBrkr,1092,1020,2112,0.0,2,1,4,TA,9,Typ,2,Attchd,Unf,2.0,576.0,TA,TA,Y,280,0,0,0,0,6,WD ,206900
60,RL,76.0,10142,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656.0,Unf,956.0,GasA,Ex,Y,SBrkr,956,1128,2084,1.0,2,1,4,Gd,8,Typ,0,BuiltIn,RFn,2.0,618.0,TA,TA,Y,0,45,0,0,0,1,WD ,233000
30,RM,56.0,7741,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,BLQ,143.0,Rec,1032.0,GasA,Gd,N,FuseA,1032,0,1032,0.0,1,0,2,TA,5,Typ,0,Detchd,Unf,1.0,280.0,TA,TA,Y,0,0,112,0,0,6,COD,108000
60,RL,65.0,8139,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,119.0,TA,TA,PConc,Gd,TA,No,ALQ,476.0,Unf,680.0,GasA,Gd,Y,SBrkr,680,790,1470,0.0,2,1,3,TA,7,Typ,1,BuiltIn,Fin,2.0,420.0,TA,TA,Y,192,49,0,0,0,10,WD ,165000
20,RL,45.0,8982,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,539.0,Unf,1040.0,GasA,TA,Y,SBrkr,1040,0,1040,0.0,1,1,3,TA,5,Typ,0,Detchd,Unf,2.0,748.0,TA,TA,Y,0,0,0,0,0,1,WD ,134900
45,RM,51.0,6120,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,7,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,884.0,GasA,Ex,Y,SBrkr,884,0,884,0.0,1,0,2,TA,5,Typ,0,Detchd,Unf,1.0,240.0,TA,TA,Y,0,0,136,0,0,7,WD ,113000
20,RL,70.0,16561,Pave,0,IR2,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,549.0,Unf,1097.0,GasA,Ex,Y,SBrkr,1097,0,1097,1.0,1,1,3,TA,6,Typ,0,Attchd,Unf,1.0,242.0,TA,TA,Y,306,0,0,0,0,7,WD ,147900
160,RL,24.0,2308,Pave,0,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,286.0,LwQ,855.0,GasA,Gd,Y,SBrkr,855,601,1456,0.0,2,1,4,TA,7,Typ,0,Attchd,RFn,2.0,460.0,TA,TA,Y,0,0,0,0,0,5,WD ,143000
50,RM,52.0,6240,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,816.0,GasA,TA,Y,SBrkr,816,0,1176,0.0,1,0,3,TA,6,Typ,1,Detchd,Unf,2.0,528.0,TA,TA,Y,112,0,0,0,0,9,WD ,114500
20,RL,0.0,8789,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,659.0,Unf,912.0,GasA,TA,Y,SBrkr,941,0,941,0.0,1,0,3,TA,6,Typ,1,Attchd,Unf,1.0,288.0,TA,TA,Y,64,0,0,0,0,6,WD ,129200
120,RM,64.0,5587,Pave,0,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480.0,Unf,1600.0,GasA,Ex,Y,SBrkr,1652,0,1652,1.0,2,0,2,Gd,5,Typ,1,Attchd,Fin,2.0,482.0,TA,TA,Y,162,53,0,0,0,11,New,392500
70,RL,66.0,9042,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1941,2006,Gable,CompShg,CemntBd,CmentBd,None,0.0,Ex,Gd,Stone,TA,Gd,No,GLQ,275.0,Unf,1152.0,GasA,Ex,Y,SBrkr,1188,1152,2340,0.0,2,0,4,Gd,9,Typ,2,Attchd,RFn,1.0,252.0,TA,TA,Y,0,60,0,0,0,5,WD ,266500
80,RL,57.0,8923,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,189.0,Unf,384.0,GasA,Gd,Y,SBrkr,751,631,1382,0.0,2,1,3,TA,7,Typ,1,BuiltIn,Fin,2.0,396.0,TA,TA,Y,256,0,0,0,0,2,WD ,177500
20,RL,75.0,12518,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,182.0,TA,TA,CBlock,TA,TA,No,ALQ,532.0,Unf,1008.0,GasA,Gd,Y,SBrkr,1008,0,1008,0.0,1,0,3,Gd,6,Typ,0,Attchd,Unf,1.0,384.0,TA,TA,Y,144,0,0,0,0,4,WD ,139500
60,RL,85.0,11069,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,608.0,GasA,Ex,Y,SBrkr,608,788,1396,0.0,2,1,3,Gd,6,Typ,1,BuiltIn,Fin,2.0,440.0,TA,TA,Y,100,36,0,0,0,7,WD ,170000
60,RL,80.0,8800,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7,1964,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,TA,Gd,CBlock,TA,TA,No,ALQ,414.0,Unf,845.0,GasA,Ex,Y,SBrkr,845,1309,2154,0.0,2,1,5,TA,8,Typ,1,Attchd,RFn,2.0,539.0,TA,TA,Y,0,0,0,161,0,7,WD ,224500
60,RL,96.0,13262,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1082.0,GasA,Ex,Y,SBrkr,1105,1295,2400,0.0,3,1,4,Gd,10,Typ,1,BuiltIn,Fin,3.0,730.0,TA,TA,Y,114,40,0,0,0,6,WD ,290000
50,RM,0.0,7758,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,224.0,Unf,1040.0,GasA,Ex,Y,FuseF,1226,592,1818,0.0,1,1,4,TA,7,Typ,2,Detchd,Unf,1.0,240.0,TA,TA,Y,0,0,0,184,0,6,WD ,169500
20,RL,43.0,12118,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,1710.0,GasA,Ex,Y,SBrkr,1710,0,1710,0.0,2,0,3,Gd,7,Typ,1,Attchd,Fin,2.0,550.0,TA,TA,Y,100,48,0,180,0,4,WD ,240000
20,RL,80.0,9600,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,Gd,CBlock,TA,TA,No,BLQ,368.0,Unf,1078.0,GasA,Ex,Y,SBrkr,1150,0,1150,1.0,1,0,2,TA,6,Typ,0,Attchd,Fin,1.0,288.0,TA,TA,Y,0,0,0,175,0,10,WD ,144000
60,RL,100.0,9500,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,TA,TA,CBlock,TA,TA,No,Rec,442.0,Unf,816.0,GasA,TA,Y,SBrkr,1127,850,1977,0.0,1,1,4,TA,9,Typ,1,Attchd,RFn,2.0,540.0,TA,TA,Y,0,52,0,0,0,6,WD ,165000
120,RL,50.0,7175,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1332.0,GasA,Gd,Y,SBrkr,1332,0,1332,0.0,2,0,2,Gd,5,Typ,0,Attchd,RFn,2.0,542.0,TA,TA,Y,0,60,0,0,0,2,WD ,145000
20,RL,0.0,11200,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Mn,Unf,0.0,Unf,1250.0,GasA,Ex,Y,SBrkr,1298,0,1298,0.0,2,0,3,TA,5,Typ,0,Detchd,Unf,2.0,504.0,TA,Fa,N,0,144,0,0,0,6,COD,114000
20,RL,110.0,14226,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1935.0,GasA,Gd,Y,SBrkr,1973,0,1973,0.0,2,0,3,Gd,9,Typ,1,Attchd,Fin,3.0,895.0,TA,TA,Y,315,45,0,0,0,7,New,395000
160,RM,24.0,2760,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,514.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,525.0,GasA,TA,Y,SBrkr,525,567,1092,0.0,1,1,3,TA,6,Typ,0,Detchd,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,12,WD ,105500
60,RL,85.0,11050,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,615.0,Unf,1049.0,GasA,Ex,Y,SBrkr,1036,880,1916,1.0,2,1,3,Gd,8,Typ,1,Attchd,Unf,3.0,741.0,TA,TA,Y,0,70,0,0,0,5,WD ,254900
20,RL,60.0,7200,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1950,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,432.0,Unf,864.0,GasA,Fa,Y,FuseA,1238,0,1238,0.0,1,1,3,TA,6,Min2,1,Attchd,Unf,1.0,357.0,TA,TA,Y,0,171,0,0,0,11,WD ,102000
60,RL,79.0,12420,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,666.0,Unf,944.0,GasA,Ex,Y,SBrkr,944,896,1840,1.0,2,1,3,Gd,6,Typ,0,Attchd,RFn,2.0,622.0,TA,TA,Y,0,45,0,0,0,6,WD ,230000
70,RM,51.0,6120,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,8,1920,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,939.0,GasA,Ex,Y,SBrkr,939,574,1513,0.0,1,1,4,TA,8,Typ,0,Detchd,Unf,1.0,180.0,Fa,Fa,N,24,0,150,0,0,5,WD ,137500
30,RL,55.0,7111,Pave,0,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1928,1983,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,LwQ,406.0,BLQ,1008.0,GasA,TA,Y,SBrkr,1143,0,1143,0.0,1,0,2,TA,5,Typ,1,Detchd,Unf,1.0,288.0,TA,TA,Y,265,0,0,0,0,7,WD ,138000
80,RL,66.0,19255,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,100.0,Gd,TA,CBlock,Gd,TA,Av,Rec,70.0,GLQ,520.0,GasA,Gd,Y,SBrkr,1338,0,1338,0.0,1,1,2,Gd,5,Min2,1,Attchd,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,9,WD ,156500
20,RL,70.0,8120,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,191.0,Unf,864.0,GasA,Ex,Y,SBrkr,864,0,864,0.0,1,0,3,TA,5,Typ,0,Detchd,Unf,2.0,463.0,TA,TA,Y,0,0,0,0,0,7,WD ,124500
60,RL,92.0,11952,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,808.0,GasA,TA,Y,SBrkr,1161,808,1969,0.0,2,1,3,TA,8,Typ,1,Attchd,RFn,2.0,534.0,TA,TA,Y,0,0,0,276,0,11,WD ,190000
20,RL,43.0,3182,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1266.0,GasA,Ex,Y,SBrkr,1266,0,1266,0.0,2,0,2,Gd,6,Typ,1,Attchd,Fin,2.0,388.0,TA,TA,Y,100,16,0,0,0,3,WD ,159895
70,RL,51.0,9842,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,5,6,1921,1998,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,612.0,GasA,Ex,Y,SBrkr,990,1611,2601,0.0,3,1,4,TA,8,Typ,0,BuiltIn,RFn,2.0,621.0,TA,TA,Y,183,0,301,0,0,5,WD ,189000
20,RL,0.0,11341,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,Gd,TA,No,ALQ,1302.0,Unf,1392.0,GasA,TA,Y,SBrkr,1392,0,1392,1.0,1,1,3,TA,5,Mod,1,Detchd,Unf,2.0,528.0,TA,TA,Y,0,0,0,95,0,5,WD ,121500
90,RL,76.0,12436,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1824.0,GasA,Fa,Y,FuseA,1824,0,1824,0.0,2,0,5,TA,9,Typ,0,Detchd,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,1,WD ,146000
60,RL,75.0,12192,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,663.0,Unf,928.0,GasA,Ex,Y,SBrkr,928,895,1823,1.0,2,1,3,Gd,6,Typ,0,Attchd,RFn,2.0,626.0,TA,TA,Y,192,36,0,0,0,5,WD ,235000
120,RM,44.0,3842,Pave,0,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1564.0,Unf,1594.0,GasA,Ex,Y,SBrkr,1646,0,1646,1.0,2,0,2,Gd,5,Typ,1,Attchd,Fin,2.0,525.0,TA,TA,Y,128,53,0,155,0,12,WD ,300000
90,RL,74.0,13101,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,TA,TA,No,LwQ,231.0,Unf,1728.0,GasA,TA,Y,SBrkr,1728,0,1728,0.0,2,0,6,TA,10,Typ,0,Detchd,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,11,WD ,142600
20,RL,67.0,9808,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788.0,Unf,1573.0,GasA,Ex,Y,SBrkr,1573,0,1573,1.0,2,0,3,Gd,6,Typ,0,Attchd,RFn,2.0,544.0,TA,TA,Y,0,72,0,0,0,3,WD ,227000
90,RL,0.0,8145,Pave,0,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,Norm,Duplex,2.5Unf,7,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,246.0,Unf,920.0,GasA,Ex,Y,SBrkr,1240,1240,2480,0.0,2,1,5,TA,13,Typ,2,Detchd,Unf,2.0,400.0,TA,TA,Y,0,0,57,0,0,7,WD ,205000
20,RL,73.0,17227,Pave,0,IR2,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,158.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,915.0,Unf,1341.0,GasA,Ex,Y,SBrkr,1341,0,1341,1.0,1,1,1,Gd,5,Typ,1,Attchd,RFn,2.0,482.0,TA,TA,Y,240,84,0,0,0,1,WD ,246900
70,C (all),60.0,5280,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,7,1895,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,Po,Fa,No,Unf,0.0,Unf,173.0,GasA,Ex,N,SBrkr,825,536,1361,0.0,1,0,2,TA,6,Typ,0,Detchd,Unf,1.0,185.0,Fa,TA,Y,0,123,0,0,0,7,WD ,89000
50,RL,89.0,11792,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,744.0,GasA,Ex,N,FuseF,792,328,1120,0.0,1,0,2,Fa,5,Typ,0,Detchd,Unf,2.0,480.0,TA,Fa,P,0,0,0,160,0,6,WD ,64000
120,RL,40.0,3876,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,5,1978,1978,Gable,CompShg,Wd Sdng,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,652.0,Rec,1226.0,GasA,TA,Y,SBrkr,1226,0,1226,1.0,1,0,1,Gd,4,Typ,1,Attchd,Fin,2.0,484.0,TA,TA,Y,133,60,0,0,0,7,WD ,170000
60,RL,107.0,13891,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,1734.0,GasA,Ex,Y,SBrkr,1734,1088,2822,0.0,3,1,4,Ex,12,Typ,1,BuiltIn,RFn,3.0,1020.0,TA,TA,Y,52,170,0,192,0,1,New,582933
30,RM,50.0,6000,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,397.0,Unf,1103.0,GasA,Gd,Y,SBrkr,1103,0,1103,0.0,1,0,2,Gd,5,Typ,1,Detchd,Unf,2.0,440.0,TA,TA,Y,166,120,0,0,0,7,WD ,110500
20,RL,80.0,8240,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,1960,1960,Hip,CompShg,HdBoard,HdBoard,Stone,198.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1179.0,GasA,Gd,Y,SBrkr,1179,0,1179,0.0,1,0,2,TA,5,Min2,0,Attchd,Fin,2.0,622.0,TA,TA,P,0,0,0,0,0,6,WD ,110000
60,RL,85.0,10625,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,Gd,TA,No,GLQ,866.0,Unf,998.0,GasA,Ex,Y,SBrkr,1006,1040,2046,1.0,2,1,3,Gd,8,Typ,1,BuiltIn,RFn,3.0,871.0,TA,TA,Y,320,62,0,0,0,8,WD ,284000
60,RL,70.0,9247,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,318.0,TA,TA,CBlock,TA,TA,No,Rec,319.0,Unf,858.0,GasA,Ex,Y,SBrkr,858,858,1716,0.0,1,1,4,TA,8,Typ,1,Attchd,Fin,2.0,490.0,TA,TA,Y,0,84,0,120,0,3,WD ,171000
60,RL,96.0,10628,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,835.0,GasA,Ex,Y,SBrkr,871,941,1812,0.0,2,1,3,Gd,8,Typ,0,BuiltIn,RFn,2.0,478.0,TA,TA,Y,146,91,0,0,0,1,WD ,193000
